,track_id,track_name,track_pop,artist_name,artist_pop,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
62,68Vnmq4o96QQ0aVSZm43eK,I Don't Care,43,Treadlights,29.0,['acoustic chill'],0.721,0.183,8,-13.043,1.0,0.0502,0.887,0.0,0.108,0.734,77.983
63,5Kfbof2USqmBaEgRHd0VTk,Pumped Up Kicks,46,Missy & Blonde,46.0,"['channel pop', 'viral pop']",0.436,0.287,3,-9.715,1.0,0.0437,0.84,0.0,0.118,0.443,169.669
64,6P2KDyo8e74VfxeC1aAlFV,Vasos Vacíos,42,Andrés Calamaro,67.0,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.733,0.454,4,-9.44,1.0,0.0292,0.542,0.000111,0.166,0.461,112.023
65,5MwpwkPWp0kr1bkVbcCjcz,Listen,23,Elsa Michael,10.0,['piano cover'],0.626,0.208,10,-14.919,1.0,0.0584,0.983,0.887,0.109,0.162,119.893
66,04dqYNkXUPAVc9ZfHYicW6,Irreplaceable,52,Zak Manley,42.0,"['acoustic chill', 'channel pop', 'viral pop']",0.528,0.238,10,-9.613,1.0,0.0847,0.62,0.0,0.12,0.736,152.702
67,0i20Sm4asGWGc3DjtMBvHF,Imágenes Paganas,25,Satélite 23,23.0,['argentine indie'],0.61,0.896,0,-8.326,1.0,0.0281,0.147,0.846,0.109,0.0881,130.015
68,2O8tSkbSmzK6s7FTlS8iaQ,Love Me Tender,37,Brandon Mills,31.0,"['calming instrumental', 'focus', 'piano cover']",0.487,0.096,9,-14.57,1.0,0.0624,0.984,0.932,0.11,0.319,80.012
69,6Q1Gvu87DTf9SUkwUeBGGl,Old Town Road,44,Bailey Jehl,44.0,"['acoustic chill', 'channel pop', 'viral pop']",0.741,0.155,11,-12.068,0.0,0.0515,0.911,0.0,0.1,0.443,122.051
70,2tdpkp9zFJiICyTY9gQefh,bad guy,41,Sara Farell,51.0,"['acoustic cover', 'channel pop', 'neo mellow', 'viral pop']",0.666,0.251,7,-11.997,0.0,0.0333,0.895,0.0,0.11,0.24,114.829
71,774ntZvICHcabVvH3ZnvHa,Can't Stop The Feeling,48,Piano Pianissimo,39.0,['piano cover'],0.517,0.014,11,-23.771,1.0,0.084,0.996,0.962,0.101,0.0462,66.185
72,7LEiyxIyeauXaURLRgqzBh,Mercy,46,The Big Bossa,34.0,['bossa nova cover'],0.801,0.388,6,-9.738,0.0,0.0339,0.741,2.41e-05,0.116,0.625,113.261
73,08BnZm0xqnkkEEmKrmYwWk,Slide - Bossanova,49,Ensolarada,32.0,['bossa nova cover'],0.731,0.521,3,-11.507,0.0,0.106,0.841,0.0,0.107,0.908,92.031
74,7vg5fesQdq5I7Z7XGdyJd5,Bad Liar,50,Roses & Frey,46.0,"['acoustic cover', 'channel pop', 'viral pop']",0.596,0.195,7,-11.02,1.0,0.0264,0.926,0.0,0.139,0.176,82.114
75,4r4aTOJc7K3iUIU3MEPw6I,Be Alright,56,Lola Rhodes,44.0,"['channel pop', 'viral pop']",0.664,0.177,1,-13.54,1.0,0.0335,0.856,0.0,0.136,0.29,105.008
76,6gYPsMW8H6ReOqo2BWxWoZ,Levels,33,Gus Cleese,29.0,['background music'],0.761,0.159,7,-17.393,1.0,0.0644,0.947,0.899,0.108,0.695,100.077
77,60TDAGLNEyvyuQG0WouyX9,Yesterday,32,Mike Duff,21.0,['chill guitar'],0.764,0.153,9,-13.78,1.0,0.0505,0.966,0.905,0.115,0.124,61.868
78,7zBWDp0n5xO0FNtKljidLG,As Long As You Love Me,35,Mike Duff,21.0,['chill guitar'],0.821,0.166,4,-15.376,1.0,0.0646,0.981,0.875,0.0979,0.299,143.368
79,703IJDbh2b5erAMSh2b1nm,When We Were Young,48,Thomas Loof,42.0,"['calming instrumental', 'piano cover']",0.473,0.0998,4,-15.669,1.0,0.0524,0.987,0.936,0.105,0.158,120.875
80,4V6JLwMifodi0IjYbxtiMU,Jocelyn Flores,28,Talulah Tate,12.0,['piano cover'],0.775,0.0742,0,-17.307,0.0,0.0665,0.994,0.923,0.112,0.285,115.984
81,33GUAPKqFS56qvW54hbI65,"thank u, next",41,Dan Berk,48.0,"['acoustic chill', 'channel pop', 'viral pop']",0.384,0.216,2,-11.372,1.0,0.0441,0.816,0.0,0.105,0.245,84.381
82,57LnIuJ7BbBTXW8u6MZU15,Pupilas Lejanas,50,Fabiana Cantilo,52.0,"['argentine rock', 'argentine telepop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.634,0.589,9,-7.313,1.0,0.0378,0.798,0.0,0.219,0.73,147.994
83,4bGXAOBFoSFb8yrk03n4pa,Saturday Nights - Acoustic Reggae,38,Amanda Yang,54.0,"['channel pop', 'viral pop']",0.782,0.224,4,-10.38,1.0,0.0353,0.69,0.0,0.112,0.843,125.962
84,69bF5FvdD3jlEoB01wOb6x,Perfect,41,Francesca Sanchez,28.0,['piano cover'],0.42,0.111,7,-20.213,1.0,0.068,0.994,0.951,0.116,0.31,78.515
85,5fnFcby5yxUodS7loPSufH,wish you were gay - acoustic,39,The Mayries,57.0,"['acoustic cover', 'acoustic pop', 'neo mellow', 'viral pop']",0.589,0.233,4,-10.749,0.0,0.0302,0.72,0.0,0.158,0.175,109.934
86,19pOWdI17nYv5WidFpNzOS,Shallow,40,Francesca Sanchez,28.0,['piano cover'],0.611,0.0979,7,-19.981,1.0,0.0852,0.994,0.95,0.107,0.232,170.014
87,0Ulzfzct1pJyyAHDrUpp2k,hear you me,42,Sad Boy,36.0,[],0.642,0.326,3,-12.117,1.0,0.0328,0.777,0.0,0.426,0.367,133.769
88,2yVacQThAkWvHF0dEgIsFD,Misery,40,Halloran & Kate,45.0,"['channel pop', 'viral pop']",0.593,0.22,3,-11.093,0.0,0.0435,0.896,0.0,0.111,0.241,130.182
89,3skBfOcfbsvBk2RKdBNGH4,Never Enough,43,Shira Romi,25.0,[],0.754,0.0668,8,-21.8,1.0,0.0666,0.994,0.898,0.134,0.148,119.995
90,5gb0NtkB9dNRnZZVgShfDu,Missing - Acoustic Version,39,Justin Morgan,36.0,['acoustic chill'],0.615,0.167,5,-13.416,0.0,0.0281,0.896,0.0,0.113,0.205,84.953
91,3z5V7oSggDeCPeEGiCIu83,High Hopes,51,The Mayries,57.0,"['acoustic cover', 'acoustic pop', 'neo mellow', 'viral pop']",0.623,0.236,0,-12.303,1.0,0.0368,0.864,0.0,0.148,0.349,109.708
92,5MZYOtR8fcaZoWzweBNdMm,Dilemma,55,Brandon Chase,44.0,"['acoustic chill', 'channel pop', 'viral pop']",0.627,0.246,1,-11.41,1.0,0.0342,0.788,0.0,0.118,0.52,141.303
93,2jhBf1bWVST6UEKUXnwVWH,Small Town Boy,28,Mother's Daughter,42.0,"['acoustic chill', 'channel pop']",0.304,0.183,3,-11.836,1.0,0.0321,0.893,7.71e-05,0.0927,0.296,115.712
94,48DLgVj7tHhpl9Wl2iaRIu,Georgia On My Mind,40,Clark Younger,29.0,"['focus', 'piano cover']",0.541,0.0132,5,-20.743,1.0,0.0429,0.996,0.95,0.115,0.154,75.065
95,2g3YrAu9dB8fRkSN61wdon,It's a Shame,47,The Big Bossa,34.0,['bossa nova cover'],0.46,0.373,9,-11.729,0.0,0.0326,0.866,0.000243,0.0876,0.567,176.268
96,24mJZpO5vC4weHpATNQXef,Weak,49,La Cabana Reyo,32.0,['bossa nova cover'],0.699,0.569,7,-5.77,1.0,0.0475,0.704,0.0,0.131,0.345,117.045
97,01QL8Rr5E3972MrUsNhjIC,SOS - Acoustic Version,35,May Raya,28.0,['acoustic chill'],0.431,0.173,1,-10.405,1.0,0.0412,0.858,0.0,0.114,0.392,143.496
98,6pzsnbNRn8pm84lLvppo4l,Wow.,35,Macy Ellen,21.0,['acoustic chill'],0.664,0.205,6,-10.901,0.0,0.0575,0.607,0.0,0.0968,0.16,120.035
99,5Sn0hS9b0rcbJLhR7SKPhe,Sucker,29,Taylor Manns,38.0,[],0.511,0.213,11,-11.768,0.0,0.029,0.749,0.0,0.154,0.383,160.112
0,7fbuABzGfagLWkI54bxL6c,Un Ángel para Tu Soledad,62,Patricio Rey y sus Redonditos de Ricota,63.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.635,0.682,7,-7.072,1.0,0.0262,0.0304,1.9e-05,0.09,0.712,134.97
1,7EWbEYuEDzr55hHtJZtonj,Chau,56,No Te Va Gustar,65.0,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",0.795,0.387,7,-9.22,1.0,0.0503,0.136,0.000746,0.664,0.908,95.984
2,5w3GTe4W2fHBC3tLnqCr1B,Un Dia Perfecto,62,Estelares,55.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.462,0.902,0,-4.059,1.0,0.0649,0.000516,1.88e-05,0.532,0.718,138.037
3,2qBirMakpTdz9ymxrZEyzg,Seguir Viviendo Sin Tu Amor,69,Luis Alberto Spinetta,57.0,"['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.679,0.368,11,-15.449,0.0,0.0251,0.689,1.02e-05,0.28,0.736,104.931
4,65DBZofI0b79kfHTcWWDuU,Trátame Suavemente - Remasterizado 2007,70,Soda Stereo,71.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",0.738,0.801,11,-3.366,0.0,0.0284,0.0438,0.0572,0.595,0.532,122.857
5,2mjtPZJEuPaUn4YD2s0BC8,Había una Vez …,58,Indio Solari y los Fundamentalistas del Aire Acondicionado,55.0,['argentine rock'],0.529,0.847,10,-3.742,1.0,0.0295,0.00078,1.08e-05,0.23,0.725,106.994
6,7upAH0ezzsThyvr33YKn4u,Pasos Al Costado,65,Turf,52.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.589,0.901,2,-3.442,1.0,0.0311,0.02,0.0,0.355,0.795,125.976
7,3pMo77B4r1NwwIK78lO4xf,Me Gusta,2,Ciro y los Persas,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.643,0.813,2,-5.976,1.0,0.0272,0.0204,5.48e-05,0.131,0.706,131.997
8,6rg1MBZqggsQ5olFGTw0rr,Spaghetti del Rock,63,Divididos,58.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",0.626,0.389,4,-11.609,1.0,0.0254,0.677,1.12e-05,0.117,0.656,97.708
9,1p7m9H4H8s0Y7SgRm7j3ED,Flaca,74,Andrés Calamaro,67.0,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.739,0.745,7,-6.658,1.0,0.0267,0.21,0.0135,0.127,0.949,109.326
10,0uuEqOyKlABOB7hzWKcEeG,A las Nueve,0,No Te Va Gustar,65.0,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",0.624,0.803,4,-5.688,0.0,0.0262,0.19,0.000112,0.216,0.825,129.931
11,6cFf4Jfy7ThUwGzbqFcZsx,Ella Dijo,63,Estelares,55.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.418,0.558,7,-7.953,1.0,0.0256,0.104,0.0,0.12,0.523,83.907
12,1MRhIdcloOD0uiiG3ybXGX,Un Poco de Amor Francés,62,Patricio Rey y sus Redonditos de Ricota,63.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.532,0.776,9,-7.873,0.0,0.03,0.024,0.000419,0.358,0.667,137.736
13,7q7XFO9av9VpNJSXKJwJxD,Personalmente,63,Las Pelotas,56.0,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.559,0.711,11,-7.186,1.0,0.0269,0.333,0.00219,0.394,0.769,155.934
14,1rh4kDY9T4fHVDum8Foi5k,Adiós,68,Gustavo Cerati,67.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.495,0.596,2,-5.45,1.0,0.024,0.14,0.00316,0.114,0.284,94.124
15,7dVj5UjkSMybmGDCdyVPUt,Antes y Después,1,Ciro y los Persas,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.445,0.781,9,-6.614,1.0,0.0499,0.0114,5.31e-06,0.109,0.261,149.882
16,0C9V5jMElp7laZZdsCHufD,Campanas en la Noche,62,Los Tipitos,52.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.636,0.593,4,-5.181,0.0,0.0567,0.303,1.41e-05,0.108,0.742,145.972
17,2CFDPiNUxcSOqfQtUHYNxF,De Nada Sirve,62,No Te Va Gustar,65.0,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",0.585,0.454,4,-9.91,1.0,0.037,0.306,1.89e-05,0.784,0.499,177.085
18,60IzIxSuVAtU71yCmHjxHH,Será,62,Las Pelotas,56.0,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.558,0.73,0,-6.664,0.0,0.0278,0.0293,4.94e-06,0.475,0.873,127.973
19,0XSQ9yqkQ3Kx8U44QhkJ4b,Rezando Solo (En Vivo),49,Indio Solari y los Fundamentalistas del Aire Acondicionado,55.0,['argentine rock'],0.678,0.573,2,-12.466,0.0,0.0269,0.00224,0.0164,0.0965,0.889,119.016
20,4Y7nAGTGPq8jikscC0jIHy,Te quiero igual,0,Andrés Calamaro,67.0,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.532,0.884,7,-4.941,1.0,0.0398,0.148,6.76e-06,0.154,0.781,128.074
21,4SGCn3ZVXa7bepHuAdQvC9,Madrugada,62,La Beriso,58.0,['argentine rock'],0.637,0.455,11,-4.254,1.0,0.0308,0.165,0.0,0.26,0.619,147.233
22,6EIa9ndihAihOlcDNLx6Wx,Tarea Fina,59,Patricio Rey y sus Redonditos de Ricota,63.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.436,0.797,5,-6.763,1.0,0.0641,0.0092,0.00539,0.602,0.71,126.949
23,1NeZxBuSEhikl0ZrOSgpuW,Cactus,62,Gustavo Cerati,67.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.665,0.411,9,-10.155,0.0,0.0273,0.8,0.0697,0.112,0.284,134.992
24,027NtsXW0vpDFhzxsJKmTL,Mirenla,2,Ciro y los Persas,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.632,0.717,2,-6.924,1.0,0.0272,0.0253,0.000661,0.191,0.832,161.011
25,10zSgbysU2KyVTrcRmtu62,Por Mil Noches,67,Airbag,59.0,['argentine rock'],0.554,0.672,1,-7.489,0.0,0.0291,0.0169,5.42e-05,0.186,0.285,111.963
26,7qGn9WweEDJw8KZwJqB1KN,El Tesoro de los Inocentes,56,Indio Solari y los Fundamentalistas del Aire Acondicionado,55.0,['argentine rock'],0.265,0.707,7,-6.217,1.0,0.0341,0.000128,0.549,0.239,0.508,170.002
27,61qPUnazSdkvua4wgA4L8C,Como Eran Las Cosas,65,Babasónicos,67.0,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",0.696,0.445,1,-9.114,1.0,0.0316,0.463,1.72e-05,0.0918,0.591,94.984
28,0fAkoHmERNn6PuRqfK7411,Polaroid De Locura Ordinaria,56,Fito Paez,63.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.729,0.524,7,-15.192,1.0,0.0366,0.364,0.0,0.322,0.617,112.044
29,3FgrJJyC7s6bjH6sUsRC3p,Magdalena,2,Los Perez García,43.0,"['argentine alternative rock', 'argentine rock']",0.556,0.895,9,-5.778,1.0,0.0383,0.0271,0.0,0.112,0.561,129.947
30,17eJyYLIlMNlOqcwHYJ9F2,Lago en el Cielo,63,Gustavo Cerati,67.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.539,0.833,7,-5.717,1.0,0.0322,0.00172,0.0387,0.315,0.57,128.008
31,2bvP9MboEyUadosZOYC93K,En Redondel,54,Ella Es Tan Cargosa,45.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.679,0.752,11,-5.569,1.0,0.0294,0.0135,0.0,0.263,0.644,121.972
32,4PfoTZ8nDhWEZNeDpLxy7G,Magia Blanca,58,Turf,52.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.642,0.657,7,-4.79,1.0,0.0248,0.0508,2.2e-05,0.167,0.81,102.927
33,6q41qt2R9K8BXEzmzImEGO,Fuego,60,Intoxicados,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",0.648,0.745,2,-7.866,1.0,0.0262,0.0848,2.84e-05,0.165,0.863,120.061
34,0dsViRiDTIuexAL42Nc1Kh,Irresponsables,67,Babasónicos,67.0,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",0.58,0.929,4,-4.849,0.0,0.0388,0.0629,0.000223,0.23,0.884,94.995
35,46hGh2ZdORn4We1nsbkPK8,La Balada del Diablo y la Muerte,41,Airbag,59.0,['argentine rock'],0.455,0.801,2,-5.113,1.0,0.0332,0.0186,5.9e-05,0.239,0.416,136.944
36,0i2elQQdEZwsDX5icf0Co8,Fue Tan Bueno,55,La Franela,45.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.641,0.516,4,-6.857,0.0,0.0256,0.0177,0.0,0.0927,0.745,94.005
37,3UA8Vjo0hQXGJnoeQF1SOL,Tu Vida Mi Vida,55,Fito Paez,63.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.735,0.543,2,-14.276,0.0,0.0317,0.134,0.0,0.126,0.549,115.988
38,3oqWr0jDWNXxWufNogGREp,Crimen,70,Gustavo Cerati,67.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.537,0.502,4,-8.406,1.0,0.025,0.44,0.0709,0.199,0.288,80.511
39,0ZAJ660VP57lLK4U7NlGOy,Nunca quise,66,Intoxicados,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",0.709,0.787,9,-6.3,1.0,0.0279,0.0891,0.0,0.149,0.874,118.001
40,1tW6LiJGXGlReuNP38wrKb,Ji Ji Ji,60,Patricio Rey y sus Redonditos de Ricota,63.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.476,0.706,5,-10.136,1.0,0.217,0.0047,0.000118,0.267,0.488,169.491
41,4VcZ2jEE3t9ij9XJV9n7in,Mundo Agradable (feat. Ricardo Mollo),42,David Lebón,45.0,"['argentine rock', 'rock en espanol', 'rock nacional']",0.558,0.716,9,-4.553,0.0,0.0349,0.104,0.00014,0.101,0.336,124.057
42,2Et0SWz6wuSONAROBvCY71,Al Vacío,55,No Te Va Gustar,65.0,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",0.614,0.704,11,-4.882,0.0,0.0238,0.0287,5.81e-06,0.116,0.494,92.982
43,0lntiOJwWI3yF3LDP8CG2P,Suerte,0,Don Osvaldo,47.0,['argentine rock'],0.474,0.74,9,-3.378,1.0,0.03,0.000835,0.0,0.0783,0.222,108.931
44,4jVwWdl8GYpURRDRV0ZWMG,Sólo por Hoy (Chica Oriental),53,Estelares,55.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.728,0.744,0,-6.774,1.0,0.0252,0.00695,0.0,0.146,0.745,129.989
45,6gwaa6ElIixNTvu6RwkMyo,Puente,67,Gustavo Cerati,67.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.444,0.471,10,-9.107,1.0,0.0322,0.00161,0.0017,0.14,0.205,76.335
46,0tyUt9J9teuyBsuZqaeKWh,Encuentro Con un Ángel Amateur (En Vivo),54,Indio Solari y los Fundamentalistas del Aire Acondicionado,55.0,['argentine rock'],0.702,0.459,0,-12.739,1.0,0.0318,0.028,0.0247,0.122,0.498,116.003
47,0o7skuAa4pFEximHqk8anA,Desearia,52,Kapanga,49.0,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",0.499,0.892,2,-2.223,1.0,0.0319,0.0144,2.13e-05,0.138,0.649,129.985
48,6dOzqs6o4DNzXs4jF2v1Yq,Rezo por Vos,54,Charly García,61.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.568,0.858,2,-8.593,1.0,0.0506,0.115,3.5e-05,0.176,0.383,120.624
49,1sD9vqr4ariNYWc4ifbpOi,Amor Ausente (En Vivo) (with Abel Pintos),45,Eruca Sativa,40.0,"['argentine indie', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",0.438,0.614,10,-8.786,1.0,0.0381,0.00247,0.00193,0.95,0.346,140.042
50,3XsRIqq4RnHfTRrHdZnNIm,Tan Lejos,48,No Te Va Gustar,65.0,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",0.682,0.673,0,-7.553,1.0,0.0292,0.163,7.29e-06,0.698,0.502,120.002
51,3KDClBkoakbdF0pSdF2PP7,Descontrolado,57,Jóvenes Pordioseros,43.0,"['argentine rock', 'rock en espanol', 'rock nacional']",0.569,0.809,9,-5.069,1.0,0.0265,0.0113,0.0,0.191,0.772,140.037
52,6vNaGz1KH44XJ9zRyCE81I,Tan Solo,24,Los Piojos,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.453,0.343,0,-12.187,1.0,0.0283,0.152,0.0,0.0708,0.765,94.973
53,1nymd0Q8wlYw8GO6qpFFzz,Qué Tal Si,40,Bersuit Vergarabat,60.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",0.554,0.494,2,-9.666,1.0,0.0239,0.21,1.4e-05,0.107,0.228,94.977
54,0f70fllnpYQJlADzm3dkEX,Ríos de Lava,44,Estelares,55.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.596,0.81,9,-7.48,1.0,0.0273,0.000322,0.0,0.155,0.705,130.022
55,5lVxdKsJkQClhBLK7lfurE,Tan Distintos,56,Guasones,55.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.666,0.85,0,-4.704,1.0,0.0281,0.0117,0.0,0.294,0.741,121.026
56,0KAEdRme7EioqZPD2dQlj1,El Callejón de los Milagros,48,Indio Solari y los Fundamentalistas del Aire Acondicionado,55.0,['argentine rock'],0.651,0.904,7,-6.864,1.0,0.0536,0.0449,0.0,0.349,0.55,109.987
57,1Ig4pCPanhzXl7C86MmBUc,Juntos a la Par,63,Pappo,49.0,"['argentine heavy metal', 'argentine rock', 'latin alternative', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']",0.476,0.456,7,-7.41,1.0,0.0316,0.556,0.0,0.104,0.46,84.052
58,1wLYrmTo3HtsoTzfQnRZUY,Ojos de Dragón!,56,Las Pastillas del Abuelo,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.689,0.586,2,-6.302,0.0,0.0565,0.115,0.0,0.105,0.515,141.952
59,3SyKG06yOK3omo29EwZ8dP,Arde la Ciudad,59,Mancha De Rolando,50.0,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.581,0.915,0,-3.307,1.0,0.0303,0.017,5.97e-06,0.135,0.819,135.085
60,2jEjxOyKqMpkcThWl697hf,El Loco,65,Babasónicos,67.0,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",0.687,0.387,11,-9.842,0.0,0.0273,0.203,0.000335,0.0913,0.602,112.722
61,3obYcaXHdTB1EvZE3PVQhd,Tu Amor,58,Charly García,61.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.648,0.535,9,-12.239,1.0,0.314,0.286,0.0,0.073,0.589,176.114
62,3YLIsu2NZxqfEPj4ADA7WX,Nada Es Igual,57,La Portuaria,47.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",0.683,0.583,0,-13.968,1.0,0.0273,0.26,0.00125,0.0914,0.82,116.808
63,1lcwoylQLJUtl2pNNdZQ7p,Un Pacto - Live In Buenos Aires / 2001,60,Bersuit Vergarabat,60.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",0.364,0.55,7,-7.179,1.0,0.0329,0.421,3.89e-06,0.961,0.206,73.398
64,2eucmvlETqs4wRhvvThfEm,Soy,0,Cruzando El Charco,51.0,['cumbia pop'],0.672,0.654,7,-8.348,1.0,0.0243,0.228,0.0,0.357,0.631,102.014
65,48nLgkR14oklsdfjN6wGsl,Azúcar Impalpable,55,Las Pastillas del Abuelo,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.559,0.571,9,-7.139,1.0,0.0387,0.334,0.00583,0.13,0.699,203.889
66,0ZGmRAxY2XT3G0TJqWVOjA,No Tengo,45,Vicentico,63.0,"['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",0.599,0.615,4,-6.407,1.0,0.0226,0.287,0.669,0.117,0.538,98.034
67,3qGkFTw5nEDmBn8bgwFN1H,Los Viejos Vinagres,41,Los Auténticos Decadentes,66.0,"['argentine rock', 'cuarteto', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",0.672,0.839,11,-6.094,0.0,0.0568,0.0572,2.45e-06,0.171,0.7,120.059
68,2lpIh6Gr6HYjg1CFBaucS5,De Música Ligera - Remasterizado 2007,73,Soda Stereo,71.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",0.536,0.749,2,-6.392,1.0,0.0282,0.000638,0.555,0.272,0.796,124.235
69,3nnDwYz3dEd4p2ESdpS1G0,Reyes de la Noche,60,Guasones,55.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.512,0.845,9,-3.164,1.0,0.0381,0.1,0.000353,0.264,0.659,139.955
70,2nBOPYRoAYOwv6go12SQDs,Cae el Sol,63,Airbag,59.0,['argentine rock'],0.47,0.789,4,-4.583,1.0,0.0318,0.201,0.0,0.108,0.115,92.004
71,2kXVg8VLdF3YXZ4NLSqsoz,Tan Solo (Acústico),0,Ciro y los Persas,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.455,0.477,11,-6.913,1.0,0.0719,0.241,1.22e-05,0.276,0.431,124.989
72,5mMFnSDg8Jz0BDToHPahlg,Ya Lo Sabés,49,Las Pelotas,56.0,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.563,0.882,2,-6.724,1.0,0.0297,0.000328,0.0318,0.323,0.747,122.0
73,60FasBAOZzjNCSoljbbASM,Dejo Atrás,46,No Te Va Gustar,65.0,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",0.632,0.606,9,-6.482,1.0,0.0281,0.501,0.0129,0.107,0.775,108.023
